dbms,component,tool,risk_branches_total,risk_branches_hit,target_region_branch_coverage,risk_targets_total,risk_targets_hit,target_function_hit_rate
monetdb,catalog_metadata,SQUIRREL,2148,656.8,0.30577281191806327,271,159.0,0.6
monetdb,cursor_prepared,SQUIRREL,216,12.0,0.05555555555555555,5,1.0,0.25
monetdb,executor,SQUIRREL,5128,123.6,0.024102964118564742,91,34.0,0.37362637362637363
monetdb,optimizer,SQUIRREL,9324,2733.0,0.2931145431145431,1276,729.0,0.5715408805031447
monetdb,other,SQUIRREL,102594,7122.0,0.06941926428446107,5999,2836.6,0.47551951343132287
monetdb,parser,SQUIRREL,148,20.0,0.13513513513513514,4,3.0,0.75
monetdb,storage,SQUIRREL,696,87.0,0.125,219,89.0,0.40825688073394495
monetdb,type_system,SQUIRREL,3550,430.0,0.12112676056338029,166,69.0,0.44230769230769235
