run_id,tool,dbms,version,repeat_id,start_time,end_time,budget_hours,seed_corpus,build_id,container_id,status,unsupported_reason
postgresql_sqleek_r1,SQLeek,PostgreSQL,"PostgreSQL LLVM 24h replay (SQLeek full, Stage3 r1, scaled target denominators)",1,2026-07-17T04:43:20Z,2026-07-17T05:15:24Z,24,/root/SQLeek/sqleek_pipeline/stage3_scheduler/checkpoints/postgres/r1/queue_24h_20260717_044306/replay_queue_time_named,griffin_postgres_llvmcov,sqleek_stage3_postgresql_pg2x24h_staged500_copyfix0007_20260716_021147_r1,completed,
