run_id,dbms,repeat_id,branch_id,file,start_line,end_line,count,hit,region_ids
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/executor/execExprInterp.c:2544:2544:1:34:T,/root/postgres/src/backend/executor/execExprInterp.c,2544,2544,0,0,postgres_target_000005;postgres_target_000027
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/executor/execExprInterp.c:2544:2544:1:34:F,/root/postgres/src/backend/executor/execExprInterp.c,2544,2544,0,0,postgres_target_000005;postgres_target_000027
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/adt/expandedrecord.c:90:90:2:1:T,/root/postgres/src/backend/utils/adt/expandedrecord.c,90,90,0,0,postgres_target_000007;postgres_target_000029
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/adt/expandedrecord.c:90:90:2:1:F,/root/postgres/src/backend/utils/adt/expandedrecord.c,90,90,0,0,postgres_target_000007;postgres_target_000029
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/adt/expandedrecord.c:96:96:2:2:T,/root/postgres/src/backend/utils/adt/expandedrecord.c,96,96,0,0,postgres_target_000007;postgres_target_000029
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/adt/expandedrecord.c:96:96:2:2:F,/root/postgres/src/backend/utils/adt/expandedrecord.c,96,96,0,0,postgres_target_000007;postgres_target_000029
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/adt/expandedrecord.c:228:228:2:6:T,/root/postgres/src/backend/utils/adt/expandedrecord.c,228,228,0,0,postgres_target_000008;postgres_target_000030
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/adt/expandedrecord.c:228:228:2:6:F,/root/postgres/src/backend/utils/adt/expandedrecord.c,228,228,0,0,postgres_target_000008;postgres_target_000030
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/adt/rowtypes.c:363:363:3:28:T,/root/postgres/src/backend/utils/adt/rowtypes.c,363,363,0,0,postgres_target_000017;postgres_target_000018;postgres_target_000019;postgres_target_000041;postgres_target_000042;postgres_target_000043
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/adt/rowtypes.c:363:363:3:28:F,/root/postgres/src/backend/utils/adt/rowtypes.c,363,363,0,0,postgres_target_000017;postgres_target_000018;postgres_target_000019;postgres_target_000041;postgres_target_000042;postgres_target_000043
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/adt/rowtypes.c:364:364:3:29:T,/root/postgres/src/backend/utils/adt/rowtypes.c,364,364,0,0,postgres_target_000017;postgres_target_000018;postgres_target_000019;postgres_target_000041;postgres_target_000042;postgres_target_000043
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/adt/rowtypes.c:364:364:3:29:F,/root/postgres/src/backend/utils/adt/rowtypes.c,364,364,0,0,postgres_target_000017;postgres_target_000018;postgres_target_000019;postgres_target_000041;postgres_target_000042;postgres_target_000043
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/adt/varlena.c:228:228:4:0:T,/root/postgres/src/backend/utils/adt/varlena.c,228,228,0,0,postgres_target_000047;postgres_target_000048
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/adt/varlena.c:228:228:4:0:F,/root/postgres/src/backend/utils/adt/varlena.c,228,228,68,1,postgres_target_000047;postgres_target_000048
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/cache/typcache.c:2175:2175:5:132:T,/root/postgres/src/backend/utils/cache/typcache.c,2175,2175,0,0,postgres_target_000022;postgres_target_000046
postgres_dynsql_r1,postgres,1,root/postgres/src/backend/utils/cache/typcache.c:2175:2175:5:132:F,/root/postgres/src/backend/utils/cache/typcache.c,2175,2175,0,0,postgres_target_000022;postgres_target_000046
postgres_dynsql_r1,postgres,1,root/postgres/src/pl/plpgsql/src/pl_comp.c:2090:2090:6:184:T,/root/postgres/src/pl/plpgsql/src/pl_comp.c,2090,2090,0,0,postgres_target_000009;postgres_target_000033
postgres_dynsql_r1,postgres,1,root/postgres/src/pl/plpgsql/src/pl_comp.c:2090:2090:6:184:F,/root/postgres/src/pl/plpgsql/src/pl_comp.c,2090,2090,0,0,postgres_target_000009;postgres_target_000033
postgres_dynsql_r1,postgres,1,root/postgres/src/pl/plpgsql/src/pl_comp.c:2093:2093:6:185:T,/root/postgres/src/pl/plpgsql/src/pl_comp.c,2093,2093,0,0,postgres_target_000009;postgres_target_000033
postgres_dynsql_r1,postgres,1,root/postgres/src/pl/plpgsql/src/pl_comp.c:2093:2093:6:185:F,/root/postgres/src/pl/plpgsql/src/pl_comp.c,2093,2093,0,0,postgres_target_000009;postgres_target_000033
postgres_dynsql_r1,postgres,1,root/postgres/src/pl/plpgsql/src/pl_comp.c:2094:2094:6:186:T,/root/postgres/src/pl/plpgsql/src/pl_comp.c,2094,2094,0,0,postgres_target_000009;postgres_target_000010;postgres_target_000033;postgres_target_000034
postgres_dynsql_r1,postgres,1,root/postgres/src/pl/plpgsql/src/pl_comp.c:2094:2094:6:186:F,/root/postgres/src/pl/plpgsql/src/pl_comp.c,2094,2094,0,0,postgres_target_000009;postgres_target_000010;postgres_target_000033;postgres_target_000034
postgres_dynsql_r1,postgres,1,root/postgres/src/pl/plpgsql/src/pl_comp.c:2099:2099:6:187:T,/root/postgres/src/pl/plpgsql/src/pl_comp.c,2099,2099,0,0,postgres_target_000010;postgres_target_000034
