"DBMS call chain: SQL entry → priority danger function","Transitive calls from SQL execution entry points to priority-scored or memory-danger functions (Stage 0 + small builtin sink set).","recommendation","depth=0 do_command →* do_command","/include/mysql/thread_pool_priv.h","130","6","130","15"
"DBMS call chain: SQL entry → priority danger function","Transitive calls from SQL execution entry points to priority-scored or memory-danger functions (Stage 0 + small builtin sink set).","recommendation","depth=0 do_command →* do_command","/sql/sql_parse.h","115","6","115","15"
"DBMS call chain: SQL entry → priority danger function","Transitive calls from SQL execution entry points to priority-scored or memory-danger functions (Stage 0 + small builtin sink set).","recommendation","depth=0 mysql_execute_command →* mysql_execute_command","/sql/sql_parse.h","114","5","114","25"
"DBMS call chain: SQL entry → priority danger function","Transitive calls from SQL execution entry points to priority-scored or memory-danger functions (Stage 0 + small builtin sink set).","recommendation","depth=8 handle_connection →* memcpy
depth=4 handle_connection →* strlen
depth=3 handle_connection →* my_malloc
depth=1 handle_connection →* do_command
depth=4 handle_connection →* destroy
depth=5 handle_connection →* destroy
depth=7 handle_connection →* store","/sql/conn_handler/connection_handler_per_thread.cc","246","14","246","30"
"DBMS call chain: SQL entry → priority danger function","Transitive calls from SQL execution entry points to priority-scored or memory-danger functions (Stage 0 + small builtin sink set).","recommendation","depth=8 do_command →* hash
depth=11 do_command →* send
depth=10 do_command →* memdup_root
depth=3 do_command →* memcpy
depth=2 do_command →* strlen
depth=9 do_command →* destroy
depth=10 do_command →* destroy
depth=4 do_command →* my_malloc
depth=9 do_command →* memmove
depth=10 do_command →* my_realloc
depth=8 do_command →* init
depth=6 do_command →* reset
depth=6 do_command →* copy
depth=5 do_command →* eq
depth=5 do_command →* copy
depth=0 do_command →* do_command
depth=8 do_command →* store
depth=11 do_command →* destroy
depth=4 do_command →* reset","/storage/ndb/test/run-test/command.cpp","275","6","275","15"
