run_id,tool,dbms,repeat_id,elapsed_min,risk_branches_hit,target_region_branch_coverage,risk_targets_hit,target_function_hit_rate,global_branches_hit,global_branch_coverage
mariadb_sqlaser_r3,SQLaser,mariadb,3,60,1570,0.37203791469194314,1542,0.5214360404322064,75092,0.26378799162533195
mariadb_sqlaser_r3,SQLaser,mariadb,3,180,1570,0.37203791469194314,1542,0.5214360404322064,75120,0.2638863518203662
mariadb_sqlaser_r3,SQLaser,mariadb,3,300,1570,0.37203791469194314,1542,0.5214360404322064,75121,0.26388986468447456
mariadb_sqlaser_r3,SQLaser,mariadb,3,480,1570,0.37203791469194314,1542,0.5214360404322064,75124,0.26390040327679964
mariadb_sqlaser_r3,SQLaser,mariadb,3,600,1570,0.37203791469194314,1542,0.5214360404322064,75123,0.26389689041269127
mariadb_sqlaser_r3,SQLaser,mariadb,3,720,1570,0.37203791469194314,1542,0.5214360404322064,75123,0.26389689041269127
mariadb_sqlaser_r3,SQLaser,mariadb,3,900,1570,0.37203791469194314,1542,0.5214360404322064,75126,0.26390742900501635
mariadb_sqlaser_r3,SQLaser,mariadb,3,1200,1711,0.40545023696682464,1649,0.5569884977344022,81375,0.2858593168181882
mariadb_sqlaser_r3,SQLaser,mariadb,3,1440,1711,0.40545023696682464,1649,0.5569884977344022,81382,0.28588390686694676
mariadb_sqlaser_r4,SQLaser,mariadb,4,60,1600,0.3791469194312796,1565,0.5284071104914604,74343,0.2611568564081667
mariadb_sqlaser_r4,SQLaser,mariadb,4,180,1600,0.3791469194312796,1565,0.5284071104914604,74351,0.26118495932103364
mariadb_sqlaser_r4,SQLaser,mariadb,4,300,1600,0.3791469194312796,1565,0.5284071104914604,74360,0.2612165750980089
mariadb_sqlaser_r4,SQLaser,mariadb,4,480,1600,0.3791469194312796,1565,0.5284071104914604,74359,0.26121306223390056
mariadb_sqlaser_r4,SQLaser,mariadb,4,600,1600,0.3791469194312796,1565,0.5284071104914604,74361,0.26122008796211726
mariadb_sqlaser_r4,SQLaser,mariadb,4,720,1600,0.3791469194312796,1565,0.5284071104914604,74361,0.26122008796211726
mariadb_sqlaser_r4,SQLaser,mariadb,4,900,1600,0.3791469194312796,1565,0.5284071104914604,74361,0.26122008796211726
mariadb_sqlaser_r4,SQLaser,mariadb,4,1200,1600,0.3791469194312796,1565,0.5284071104914604,74362,0.26122360082622564
mariadb_sqlaser_r4,SQLaser,mariadb,4,1440,1600,0.3791469194312796,1565,0.5284071104914604,74362,0.26122360082622564
mariadb_sqlaser_r5,SQLaser,mariadb,5,60,1555,0.3684834123222749,1505,0.5092366678285116,74125,0.26039105203254315
mariadb_sqlaser_r5,SQLaser,mariadb,5,180,1555,0.3684834123222749,1505,0.5092366678285116,74146,0.26046482217881883
mariadb_sqlaser_r5,SQLaser,mariadb,5,300,1555,0.3684834123222749,1505,0.5092366678285116,74145,0.26046130931471045
mariadb_sqlaser_r5,SQLaser,mariadb,5,480,1555,0.3684834123222749,1505,0.5092366678285116,74145,0.26046130931471045
mariadb_sqlaser_r5,SQLaser,mariadb,5,600,1555,0.3684834123222749,1505,0.5092366678285116,74145,0.26046130931471045
mariadb_sqlaser_r5,SQLaser,mariadb,5,720,1555,0.3684834123222749,1505,0.5092366678285116,74145,0.26046130931471045
mariadb_sqlaser_r5,SQLaser,mariadb,5,900,1555,0.3684834123222749,1505,0.5092366678285116,74145,0.26046130931471045
mariadb_sqlaser_r5,SQLaser,mariadb,5,1200,1555,0.3684834123222749,1505,0.5092366678285116,74144,0.26045779645060213
mariadb_sqlaser_r5,SQLaser,mariadb,5,1440,1555,0.3684834123222749,1505,0.5092366678285116,74144,0.26045779645060213
