kind	name	dbms	pid_or_container	log	started_at
squirrel	rq2_squirrel_postgres_r5_20260615_more5b	postgres	rq2_squirrel_postgres_r5_20260615_more5b	/root/SQLeek/experiment/RQ2/live/logs/rq2_squirrel_postgres_r5_20260615_more5b.log	20260615_more5b
squirrel	rq2_squirrel_mysql_r2_20260615_more5b	mysql	rq2_squirrel_mysql_r2_20260615_more5b	/root/SQLeek/experiment/RQ2/live/logs/rq2_squirrel_mysql_r2_20260615_more5b.log	20260615_more5b
squirrel	rq2_squirrel_mysql_r3_20260615_more5b	mysql	rq2_squirrel_mysql_r3_20260615_more5b	/root/SQLeek/experiment/RQ2/live/logs/rq2_squirrel_mysql_r3_20260615_more5b.log	20260615_more5b
squirrel	rq2_squirrel_mysql_r4_20260615_more5b	mysql	rq2_squirrel_mysql_r4_20260615_more5b	/root/SQLeek/experiment/RQ2/live/logs/rq2_squirrel_mysql_r4_20260615_more5b.log	20260615_more5b
squirrel	rq2_squirrel_mysql_r5_20260615_more5b	mysql	rq2_squirrel_mysql_r5_20260615_more5b	/root/SQLeek/experiment/RQ2/live/logs/rq2_squirrel_mysql_r5_20260615_more5b.log	20260615_more5b
