tool,dbms,elapsed_min,mean_target_region_branch_coverage,std_target_region_branch_coverage,mean_risk_branches_hit,std_risk_branches_hit,mean_risk_targets_hit,std_risk_targets_hit,mean_global_branch_coverage,std_global_branch_coverage,mean_global_branches_hit,std_global_branches_hit,risk_branches_total,risk_targets_total,global_branches_total,mean_target_region_hit_coverage,se_target_region_branch_coverage,ci95_target_region_branch_coverage,se_global_branch_coverage,ci95_global_branch_coverage
SQLeek-W/O-M2,MariaDB,600,0.450447269303202,0.005602108992028,1913.5,23.797758998135379,1748.5,13.503086067019396,0.310893285696853,0.003820638600577,91717.25,1127.134234833337587,4248.000000000001819,2972.6620616365567,295012.000000000291038,0.587652229584253,0.002801054496014,0.005490066812188,0.001910319300288,0.003744225828565
SQLeek-W/O-M2,MariaDB,720,0.465630885122411,0.005836269297485,1978,24.792471975716069,1807.25,13.817259737975061,0.321374215286158,0.003949591117844,94809.25,1165.176774857217424,4248.000000000000909,2972.662061636554881,295012,0.607397520166675,0.002918134648743,0.005719543911535,0.001974795558922,0.003870599295487
SQLeek-W/O-M2,MariaDB,900,0.48081450094162,0.006070525874872,2042.5,25.787593916455254,1866.25,14.863265679744362,0.331853450029151,0.004077696790708,97900.75,1202.969485620202022,4248.000000000000909,2972.66206163655761,295011.999999999941792,0.62722658745428,0.003035262937436,0.005949115357374,0.002038848395354,0.003996142854893
SQLeek-W/O-M2,MariaDB,1200,0.496056967984934,0.006187686848798,2107.25,26.285293733695781,1925.25,14.863265679744362,0.342331837348989,0.004207433807961,100992,1241.243462554116832,4248.000000000000909,2972.66206163655761,295012,0.647055977740878,0.003093843424399,0.006063933111822,0.00210371690398,0.004123285131802
SQLeek-W/O-M2,MariaDB,1440,0.506120527306968,0.006304867993283,2150,26.783079235467557,1964.5,15.286159317064135,0.34931968869063,0.004293119865259,103053.5,1266.521877689709299,4248,2972.6620616365567,295012,0.660247472987104,0.003152433996642,0.006178770633418,0.002146559932629,0.004207257467954
SQLeek-W/O-M2,MonetDB,60,0.160677096349611,0,19288,0,8129,0,0.199304336303707,0,60164,0,120041.999999999985448,10198.653552047366247,301869.999999999825377,0.797066000773025,0,0,0,0
SQLeek-W/O-M2,MonetDB,180,0.174280668432715,0,20921,0,8166,0,0.21008712359625,0,63419,0,120042.000000000145519,10198.653552047362609,301870.000000000058208,0.800693930657218,0,0,0,0
SQLeek-W/O-M2,MonetDB,300,0.182519451525299,0,21910,0,8183,0,0.216778745817736,0,65439,0,120042.000000000320142,10198.65355204736079,301870.000000000116415,0.802360817360766,0,0,0,0
SQLeek-W/O-M2,MonetDB,480,0.189600306559371,0,22760,0,8187,0,0.222612382813794,0,67200,0,120041.999999999941792,10198.653552047358971,301870,0.802753025996895,0,0,0,0
SQLeek-W/O-M2,MonetDB,600,0.192640909015178,0,23125,0,8188,0,0.225153211647398,0,67967,0,120042.000000000014552,10198.653552047362609,301869.999999999883585,0.802851078155927,0,0,0,0
SQLeek-W/O-M2,MonetDB,720,0.195623198547175,0,23483,0,8191,0,0.227544969688939,0,68689,0,120042.000000000101863,10198.653552047358971,301869.999999999941792,0.803145234633024,0,0,0,0
SQLeek-W/O-M2,MonetDB,900,0.199047000216591,0,23894,0,8194,0,0.230284559578626,0,69516,0,120041.999999999912689,10198.653552047355333,301870.000000000698492,0.803439391110121,0,0,0,0
SQLeek-W/O-M2,MonetDB,1200,0.203362156578531,0,24412,0,8198,0,0.233819193692649,0,70583,0,120041.999999999912689,10198.653552047355333,301870.000000000174623,0.80383159974625,0,0,0,0
SQLeek-W/O-M2,MonetDB,1440,0.205519734759501,0,24671,0,8201,0,0.235525226090701,0,71098,0,120042.000000000014552,10198.65355204736079,301870.000000000116415,0.804125756223346,0,0,0,0
SQLeek-W/O-M3,PostgreSQL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQLeek-W/O-M3,PostgreSQL,60,0.375,0,1200,0,3222.488372093023372,100.77906373010687,0.470520454811863,0.048863761994338,80280.19999999999709,8337.135071473892822,3200,4845,170620,0.665116279069768,0,0,0.021852538691142,0.042830975834638
SQLeek-W/O-M3,PostgreSQL,180,0.375,0,1200,0,3222.488372093023372,100.77906373010687,0.470521627007385,0.048863383464352,80280.399999999994179,8337.070486687754965,3200,4845,170620,0.665116279069768,0,0,0.021852369407386,0.042830644038477
SQLeek-W/O-M3,PostgreSQL,300,0.375,0,1200,0,3222.488372093023372,100.77906373010687,0.470521627007385,0.048863383464352,80280.399999999994179,8337.070486687754965,3200,4845,170620,0.665116279069768,0,0,0.021852369407386,0.042830644038477
SQLeek-W/O-M3,PostgreSQL,480,0.375,0,1200,0,3222.488372093023372,100.77906373010687,0.470526315789474,0.048861870721133,80281.19999999999709,8336.812382439706198,3200,4845,170620,0.665116279069768,0,0,0.021851692888052,0.042829318060582
SQLeek-W/O-M3,PostgreSQL,600,0.375,0,1200,0,3222.488372093023372,100.77906373010687,0.470527487984996,0.048861492879525,80281.399999999994179,8336.747915104546337,3200,4845,170620,0.665116279069768,0,0,0.021851523912148,0.04282898686781
SQLeek-W/O-M3,PostgreSQL,720,0.375,0,1200,0,3222.488372093023372,100.77906373010687,0.470901418356582,0.048748005668646,80345.19999999999709,8317.384727184380608,3200,4845,170620,0.665116279069768,0,0,0.021800770888528,0.042729510941514
SQLeek-W/O-M3,PostgreSQL,900,0.375,0,1200,0,3222.488372093023372,100.77906373010687,0.470996366193881,0.048721431498233,80361.399999999994179,8312.850642228573633,3200,4845,170620,0.665116279069768,0,0,0.02178888655823,0.04270621765413
SQLeek-W/O-M3,PostgreSQL,1200,0.375,0,1200,0,3222.488372093023372,100.77906373010687,0.471065525729692,0.048702648475843,80373.19999999999709,8309.645882948321741,3200,4845,170620,0.665116279069768,0,0,0.021780486535252,0.042689753609094
SQLeek-W/O-M3,PostgreSQL,1440,0.375,0,1200,0,3222.488372093023372,100.77906373010687,0.471110069159536,0.048690807145421,80380.80000000000291,8307.625515151727086,3200,4845,170620,0.665116279069768,0,0,0.021775190931299,0.042679374225346
SQLeek-W/O-M3,MySQL,60,0.448935245545415,0.001473778788163,2066,6.782329983125268,847,7.52772652709081,0.310392605461486,0.000973531320217,101481,318.290223957109106,4602,1445,326944,0.586159169550173,0.000736889394081,0.0014443032124,0.000486765660109,0.000954060693813
SQLeek-W/O-M3,MySQL,180,0.451814428509344,0.001423529190717,2079.25,6.551081335677848,853.25,9.604686356149273,0.310991331848879,0.000816954746104,101676.75,267.098452510180834,4602,1445,326944,0.590484429065744,0.000711764595358,0.001395058606902,0.000408477373052,0.000800615651182
SQLeek-W/O-M3,MySQL,300,0.453281182094741,0.001526242757186,2086,7.023769168568493,855.25,8.098353742170895,0.311431009591857,0.00087203439391,101820.5,285.106412882394977,4602,1445,326944,0.591868512110727,0.000763121378593,0.001495717902042,0.000436017196955,0.000854593706031
SQLeek-W/O-M3,MySQL,480,0.453987396784007,0.001488390742288,2089.25,6.849574196011505,855.75,7.804912982645397,0.311667288587648,0.000821139027951,101897.75,268.466478354374829,4602,1445,326944,0.592214532871972,0.000744195371144,0.001458622927443,0.000410569513975,0.000804716247392
SQLeek-W/O-M3,MySQL,600,0.454150369404607,0.001635751092371,2090,7.52772652709081,855.75,7.804912982645397,0.311798044925125,0.000883445863689,101940.5,288.837324457903094,4602,1445,326944,0.592214532871972,0.000817875546185,0.001603036070523,0.000441722931844,0.000865776946415
SQLeek-W/O-M3,MySQL,720,0.454367666232073,0.001635751092371,2091,7.52772652709081,856.25,8.770214744615247,0.311932624547323,0.000879143129487,101984.5,287.430571326943777,4602,1445,326944,0.592560553633218,0.000817875546185,0.001603036070523,0.000439571564743,0.000861560266897
SQLeek-W/O-M3,MySQL,900,0.454639287266406,0.001954665184487,2092.25,8.99536917900909,856.25,8.770214744615247,0.31201903078203,0.000826412227177,102012.75,270.190519202037649,4602,1445,326944,0.592560553633218,0.000977332592243,0.001915571880797,0.000413206113588,0.000809883982633
SQLeek-W/O-M3,MySQL,1200,0.455236853541938,0.002194590382086,2095,10.099504938362077,856.25,8.770214744615247,0.312242310609768,0.000819523435983,102085.75,267.938270253927442,4602,1445,326944,0.592560553633218,0.001097295191043,0.002150698574445,0.000409761717991,0.000803132967263
SQLeek-W/O-M3,MySQL,1440,0.455236853541938,0.002194590382086,2095,10.099504938362077,856.25,8.770214744615247,0.31235624449447,0.000806878916069,102123,263.804220335207447,4602,1445,326944,0.592560553633218,0.001097295191043,0.002150698574445,0.000403439458034,0.000790741337747
SQLeek-W/O-M3,MariaDB,60,0.423650345260515,0.006012433381824,1799.666666666666742,25.540817005987364,1820.666666666666742,13.650396819628847,0.281256355673668,0.002339214574599,82974,690.096370081744453,4248,3040.999999999999545,295012,0.598706565822646,0.003471280031481,0.006803708861702,0.001350546164337,0.002647070482101
SQLeek-W/O-M3,MariaDB,180,0.453311362209667,0.004715938230168,1925.666666666666742,20.033305601755625,1951,24.248711305964282,0.290200624607361,0.000243830213845,85612.666666666671517,71.932839046803466,4248,3040.999999999999545,295012,0.64156527458073,0.002722748206669,0.005336586485072,0.0001407754396,0.000275919861616
SQLeek-W/O-M3,MariaDB,300,0.473556183301946,0.006529392361178,2011.666666666666742,27.736858750286295,2004.666666666666742,28.023799409311604,0.295905477291319,0.001747373669835,87295.666666666671517,515.496201085258576,4248,3041,295012,0.659212978187,0.003769746437371,0.007388703017247,0.001008846658654,0.001977339450962
SQLeek-W/O-M3,MariaDB,480,0.480147520401758,0.01048102685646,2039.666666666666742,44.523402086243735,2022.666666666666742,29.737742572921256,0.29886128925829,0.002688020550417,88167.666666666671517,792.998318619487009,4248,3041,295012,0.665132083744382,0.006051223676961,0.011860398406844,0.00155192938837,0.003041781601206
SQLeek-W/O-M3,MariaDB,600,0.481716886377903,0.0101233229271,2046.333333333333258,43.003875794320365,2031.666666666666742,24.00694344004112,0.300240894155718,0.002883332267003,88574.666666666671517,850.617618753181773,4248,3041,295012,0.668091636523074,0.005844703217055,0.011455618305427,0.001664692660518,0.003262797614614
SQLeek-W/O-M3,MariaDB,720,0.483207784055242,0.010635856167519,2052.666666666666515,45.181116999619803,2037.333333333333258,23.288051299611425,0.300865727495831,0.002631285879036,88759,776.260909746201264,4248,3041,295012,0.66995505864299,0.006140614421379,0.012035604265903,0.001519173610576,0.00297758027673
SQLeek-W/O-M3,MariaDB,900,0.484855618330195,0.010539025770988,2059.666666666666515,44.769781475157252,2039.333333333333258,23.115651263447745,0.301502989708893,0.002606871975814,88947,769.058515328970316,4248,3041.000000000000455,295012,0.670612737038255,0.006084709365876,0.011926030357118,0.001505078236979,0.00294995334448
SQLeek-W/O-M3,MariaDB,1200,0.487052730696798,0.010712862761754,2069,45.508241011931013,2048.333333333333485,18.77054430040145,0.302656615098143,0.002977411016872,89287.333333333328483,878.371978909467089,4248,3041,295012,0.673572289816946,0.00618507419929,0.012122745430609,0.001719009052079,0.003369257742075
SQLeek-W/O-M3,MariaDB,1440,0.487837413684871,0.010607161085714,2072.333333333333485,45.059220292114837,2049.333333333333485,19.655363983740756,0.303387658807099,0.003205633227264,89503,945.700269641496902,4248,3041,295012,0.673901129014579,0.006124047308175,0.012003132724023,0.001850773206684,0.0036275154851
SQLeek-W/O-M3,MonetDB,0,0.226254144382799,0,27160,0,8482,0,0.261635803491569,0,78980,0,120042,10209.383550196967917,301870,0.830804324109888,0,0,0,0
SQLeek-W/O-M3,MonetDB,60,0.229794571899835,0,27585,0,8485,0,0.264574154437341,0,79867,0,120042,10209.338305489260165,301870,0.831101854606764,0,0,0,0
SQLeek-W/O-M3,MonetDB,180,0.230061145265824,0,27617,0,8485,0,0.265044555603405,0,80009,0,120042,10209.338305489260165,301870,0.831101854606764,0,0,0,0
SQLeek-W/O-M3,MonetDB,300,0.230111127771946,0,27623,0,8485,0,0.265369198661676,0,80107,0,120042,10209.338305489260165,301870,0.831101854606764,0,0,0,0
SQLeek-W/O-M3,MonetDB,480,0.230552639909365,0,27676,0,8487,0,0.265723655878358,0,80214,0,120042,10209.308160343594864,301870,0.831300208271348,0,0,0,0
SQLeek-W/O-M3,MonetDB,600,0.230602622415488,0,27682,0,8487,0,0.265799847616524,0,80237,0,120042,10209.308160343594864,301870.000000000058208,0.831300208271348,0,0,0,0
SQLeek-W/O-M3,MonetDB,720,0.231127438729778,0,27745,0,8494,0,0.266263623414052,0,80377,0,120042,10210.419885550785693,301870,0.8318952692651,0,0,0,0
SQLeek-W/O-M3,MonetDB,900,0.231235734159711,0,27758,0,8494,0,0.266416006890383,0,80423,0,120042,10210.419885550785693,301870.000000000058208,0.8318952692651,0,0,0,0
SQLeek-W/O-M3,MonetDB,1200,0.231493977108012,0,27789,0,8495,0,0.266548514261106,0,80463,0,120042,10210.404696626534133,301870,0.831994446097392,0,0,0,0
SQLeek-W/O-M3,MonetDB,1440,0.231502307525699,0,27790,0,8495,0,0.266657832841952,0,80496,0,120042,10210.404696626534133,301870,0.831994446097392,0,0,0,0
