run_id,dbms,repeat_id,component,tool,risk_branches_total,risk_branches_hit,target_region_branch_coverage,risk_targets_total,risk_targets_hit,target_function_hit_rate
postgres_aflgo_r1,postgres,1,executor,AFLGo,808.96,0,0.0,4,0,0.0
postgres_aflgo_r1,postgres,1,storage,AFLGo,606.72,0,0.0,4,0,0.0
postgres_aflgo_r1,postgres,1,type_system,AFLGo,404.48,0,0.0,6,0,0.0
postgres_aflgo_r1,postgres,1,other,AFLGo,1415.68,101.12,0.07142857142857142,8,2,0.25
