run_id	raw_hit	raw_total	scaled_hit	scaled_total	coverage	real_data
postgresql_aflgo_r1	1.0	32.0	100.0	3200.0	0.03125	/root/SQLeek/experiment/RQ2/replay/output/aflgo_postgres_r1_replay_20260709_112557/data
