bucket_id	reason	seed_count	raw_profile_count	raw_profile_bytes	bucket_profdata	cumulative_profdata	warning_count	merge_log
39	periodic_restart	7800	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000039.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000039.merge.log
40	periodic_restart	8000	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000040.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000040.merge.log
41	periodic_restart	8200	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000041.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000041.merge.log
42	periodic_restart	8400	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000042.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000042.merge.log
43	periodic_restart	8600	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000043.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000043.merge.log
44	periodic_restart	8800	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000044.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000044.merge.log
45	periodic_restart	9000	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000045.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000045.merge.log
46	periodic_restart	9200	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000046.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000046.merge.log
47	periodic_restart	9400	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000047.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000047.merge.log
48	periodic_restart	9600	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000048.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000048.merge.log
49	periodic_restart	9800	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000049.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000049.merge.log
50	periodic_restart	10000	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000050.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000050.merge.log
51	checkpoint_t60	10102	253	233611736	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000051.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000051.merge.log
52	periodic_restart	10200	176	162834296	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000052.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000052.merge.log
53	periodic_restart	10400	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000053.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000053.merge.log
54	periodic_restart	10600	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000054.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000054.merge.log
55	periodic_restart	10800	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000055.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000055.merge.log
56	periodic_restart	11000	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000056.profdata	/rq2_out/profdata/sqleek_mysql_r1_24h.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_24h_bucket_000056.merge.log
