bucket_id	reason	seed_count	raw_profile_count	raw_profile_bytes	bucket_profdata	cumulative_profdata	warning_count	merge_log
26	periodic_restart	5200	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000026.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000026.merge.log
27	periodic_restart	5400	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000027.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000027.merge.log
28	periodic_restart	5600	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000028.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000028.merge.log
29	periodic_restart	5800	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000029.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000029.merge.log
30	periodic_restart	6000	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000030.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000030.merge.log
31	periodic_restart	6200	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000031.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000031.merge.log
32	periodic_restart	6400	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000032.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000032.merge.log
33	periodic_restart	6600	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000033.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000033.merge.log
34	periodic_restart	6800	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000034.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000034.merge.log
35	periodic_restart	7000	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000035.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000035.merge.log
36	periodic_restart	7200	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000036.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000036.merge.log
37	periodic_restart	7400	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000037.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000037.merge.log
38	periodic_restart	7600	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000038.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000038.merge.log
39	periodic_restart	7800	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000039.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000039.merge.log
40	periodic_restart	8000	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000040.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000040.merge.log
41	periodic_restart	8200	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000041.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000041.merge.log
42	periodic_restart	8400	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000042.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000042.merge.log
43	periodic_restart	8600	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000043.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000043.merge.log
44	periodic_restart	8800	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000044.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000044.merge.log
45	periodic_restart	9000	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000045.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000045.merge.log
46	periodic_restart	9200	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000046.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000046.merge.log
47	periodic_restart	9400	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000047.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000047.merge.log
48	periodic_restart	9600	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000048.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000048.merge.log
49	periodic_restart	9800	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000049.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000049.merge.log
50	periodic_restart	10000	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000050.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000050.merge.log
51	periodic_restart	10200	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000051.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000051.merge.log
52	periodic_restart	10400	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000052.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000052.merge.log
53	periodic_restart	10600	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000053.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000053.merge.log
54	periodic_restart	10800	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000054.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000054.merge.log
55	periodic_restart	11000	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000055.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000055.merge.log
56	periodic_restart	11200	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000056.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000056.merge.log
57	periodic_restart	11400	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000057.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000057.merge.log
58	periodic_restart	11600	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000058.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000058.merge.log
59	periodic_restart	11800	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000059.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000059.merge.log
60	periodic_restart	12000	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000060.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000060.merge.log
61	periodic_restart	12200	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000061.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000061.merge.log
62	periodic_restart	12400	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000062.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000062.merge.log
63	periodic_restart	12600	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000063.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000063.merge.log
64	periodic_restart	12800	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000064.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000064.merge.log
65	periodic_restart	13000	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000065.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000065.merge.log
66	periodic_restart	13200	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000066.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000066.merge.log
67	periodic_restart	13400	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000067.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000067.merge.log
68	periodic_restart	13600	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000068.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000068.merge.log
69	periodic_restart	13800	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000069.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000069.merge.log
70	periodic_restart	14000	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000070.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000070.merge.log
71	periodic_restart	14200	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000071.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000071.merge.log
72	periodic_restart	14400	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000072.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000072.merge.log
73	periodic_restart	14600	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000073.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000073.merge.log
74	periodic_restart	14800	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000074.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000074.merge.log
75	periodic_restart	15000	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000075.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000075.merge.log
76	periodic_restart	15200	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000076.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000076.merge.log
77	periodic_restart	15400	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000077.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000077.merge.log
78	periodic_restart	15600	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000078.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000078.merge.log
79	periodic_restart	15800	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000079.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000079.merge.log
80	periodic_restart	16000	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000080.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000080.merge.log
81	periodic_restart	16200	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000081.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000081.merge.log
82	periodic_restart	16400	351	325584344	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000082.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000082.merge.log
83	periodic_restart	16600	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000083.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000083.merge.log
84	periodic_restart	16800	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000084.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000084.merge.log
85	periodic_restart	17000	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000085.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000085.merge.log
86	periodic_restart	17200	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000086.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000086.merge.log
87	periodic_restart	17400	352	326522840	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000087.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000087.merge.log
88	checkpoint_t809	17431	182	166978520	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000088.profdata	/rq2_out/profdata/sqleek_mysql_r1_current.cumulative.profdata	0	/rq2_out/profdata/buckets/sqleek_mysql_r1_current_bucket_000088.merge.log
