run_id,tool,dbms,repeat_id,relative_time,edges_found
mysql_aflgo_r3,AFLGo,MySQL,3,86400,8362.0
mysql_aflgo_r4,AFLGo,MySQL,4,0,0.0
mysql_aflgo_r4,AFLGo,MySQL,4,3600,1423.0
mysql_aflgo_r4,AFLGo,MySQL,4,10800,3222.0
mysql_aflgo_r4,AFLGo,MySQL,4,18000,4548.0
mysql_aflgo_r4,AFLGo,MySQL,4,28800,5772.0
mysql_aflgo_r4,AFLGo,MySQL,4,36000,6315.0
mysql_aflgo_r4,AFLGo,MySQL,4,43200,6845.0
mysql_aflgo_r4,AFLGo,MySQL,4,54000,7628.0
mysql_aflgo_r4,AFLGo,MySQL,4,72000,8578.0
