run_id,tool,dbms,repeat_id,elapsed_min,risk_branches_hit,target_region_branch_coverage,risk_targets_hit,target_function_hit_rate,global_branches_hit,global_branch_coverage,risk_branches_total,risk_targets_total,global_branches_total,time_to_first_risk_target_sec,time_to_50pct_risk_targets_sec
postgresql_sqlancer_r1,SQLancer,PostgreSQL,1,480,593.2373333333331648,0.1833333333333333,8.625,0.1875,169808.1388888889,0.6805555555555556,,,,,
postgresql_sqlancer_r1,SQLancer,PostgreSQL,1,600,593.2373333333331648,0.1833333333333333,8.625,0.1875,169808.1388888889,0.6805555555555556,,,,,
postgresql_sqlancer_r1,SQLancer,PostgreSQL,1,720,593.2373333333331648,0.1833333333333333,8.625,0.1875,169808.1388888889,0.6805555555555556,,,,,
postgresql_sqlancer_r1,SQLancer,PostgreSQL,1,900,593.2373333333331648,0.1833333333333333,8.625,0.1875,169808.1388888889,0.6805555555555556,,,,,
postgresql_sqlancer_r1,SQLancer,PostgreSQL,1,1200,593.2373333333331648,0.1833333333333333,8.625,0.1875,169808.1388888889,0.6805555555555556,,,,,
postgresql_sqlancer_r1,SQLancer,PostgreSQL,1,1440,593.2373333333331648,0.1833333333333333,8.625,0.1875,169808.1388888889,0.6805555555555556,,,,,
postgresql_sqlancer_r2,SQLancer,PostgreSQL,2,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
postgresql_sqlancer_r2,SQLancer,PostgreSQL,2,60,539.30666666666643072,0.1666666666666666,6.708333333333331,0.1458333333333333,162392.02833333335,0.6508333333333334,,,,,
postgresql_sqlancer_r2,SQLancer,PostgreSQL,2,180,539.30666666666643072,0.1666666666666666,6.708333333333331,0.1458333333333333,167486.2725,0.67125,,,,,
postgresql_sqlancer_r2,SQLancer,PostgreSQL,2,300,566.272,0.175,7.666666666666663,0.1666666666666666,169877.44833333333,0.6808333333333333,,,,,
postgresql_sqlancer_r2,SQLancer,PostgreSQL,2,480,566.272,0.175,7.666666666666663,0.1666666666666666,169877.44833333333,0.6808333333333333,,,,,
postgresql_sqlancer_r2,SQLancer,PostgreSQL,2,600,566.272,0.175,7.666666666666663,0.1666666666666666,169877.44833333333,0.6808333333333333,,,,,
postgresql_sqlancer_r2,SQLancer,PostgreSQL,2,720,566.272,0.175,7.666666666666663,0.1666666666666666,169877.44833333333,0.6808333333333333,,,,,
postgresql_sqlancer_r2,SQLancer,PostgreSQL,2,900,566.272,0.175,7.666666666666663,0.1666666666666666,169877.44833333333,0.6808333333333333,,,,,
