tool,dbms,elapsed_min,mean_target_region_branch_coverage,std_target_region_branch_coverage,mean_risk_branches_hit,std_risk_branches_hit,mean_risk_targets_hit,std_risk_targets_hit,mean_global_branch_coverage,std_global_branch_coverage,mean_global_branches_hit,std_global_branches_hit,risk_branches_total,risk_targets_total,global_branches_total,mean_target_region_hit_coverage,se_target_region_branch_coverage,ci95_target_region_branch_coverage,se_global_branch_coverage,ci95_global_branch_coverage
DynSQL,PostgreSQL,600,0.03125,0.0,101.12,0.0,8.0,0.0,0.08263864953469541,1.4169681484591309e-05,20619.5,3.5355339059327378,3235.84,46.0,249514,0.17391304347826086,0.0,0.0,1.0019477865007979e-05,1.963817661541564e-05
DynSQL,PostgreSQL,720,0.03125,0.0,101.12,0.0,8.0,0.0,0.0829111793326226,2.833936296908449e-06,20687.5,0.7071067811865476,3235.84,46.0,249514,0.17391304347826086,0.0,0.0,2.0038955729946573e-06,3.9276353230695285e-06
DynSQL,PostgreSQL,900,0.03125,0.0,101.12,0.0,8.0,0.0,0.0829131832281956,5.6678725938267105e-06,20688.0,1.4142135623730951,3235.84,46.0,249514,0.17391304347826086,0.0,0.0,4.007791145996253e-06,7.855270646152657e-06
DynSQL,PostgreSQL,1200,0.03125,0.0,101.12,0.0,8.0,0.0,0.0829131832281956,5.6678725938267105e-06,20688.0,1.4142135623730951,3235.84,46.0,249514,0.17391304347826086,0.0,0.0,4.007791145996253e-06,7.855270646152657e-06
DynSQL,PostgreSQL,1440,0.03125,0.0,101.12,0.0,8.0,0.0,0.0829131832281956,5.6678725938267105e-06,20688.0,1.4142135623730951,3235.84,46.0,249514,0.17391304347826086,0.0,0.0,4.007791145996253e-06,7.855270646152657e-06
SQLancer,PostgreSQL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3235.84,46.0,249514,0.0,0.0,0.0,0.0,0.0
SQLancer,PostgreSQL,60,0.16499999999999998,0.010865337342004412,533.9136,35.15849318475159,7.091666666666664,0.5249007842757835,0.6501944444444445,0.0007708020514173416,162232.61661111112,192.32590305735516,3235.84,46.0,249514,0.15416666666666662,0.004859126579037749,0.009523888094913988,0.0003447131568330928,0.0006756377873928619
SQLancer,PostgreSQL,180,0.16499999999999998,0.010865337342004412,533.9136,35.15849318475159,7.091666666666664,0.5249007842757835,0.6706111111111112,0.0007708020514173082,167326.86077777777,192.32590305733686,3235.84,46.0,249514,0.15416666666666662,0.004859126579037749,0.009523888094913988,0.00034471315683307785,0.0006756377873928326
SQLancer,PostgreSQL,300,0.17333333333333328,0.010865337342004417,560.8789333333332,35.15849318475164,8.049999999999997,0.5249007842757863,0.6801944444444444,0.0007708020514173226,169718.0366111111,192.32590305734493,3235.84,46.0,249514,0.17499999999999993,0.004859126579037751,0.009523888094913991,0.00034471315683308424,0.0006756377873928451
SQLancer,PostgreSQL,480,0.17333333333333328,0.010865337342004417,560.8789333333332,35.15849318475164,8.049999999999997,0.5249007842757863,0.6801944444444444,0.0007708020514173226,169718.0366111111,192.32590305734493,3235.84,46.0,249514,0.17499999999999993,0.004859126579037751,0.009523888094913991,0.00034471315683308424,0.0006756377873928451
SQLancer,PostgreSQL,600,0.17333333333333328,0.010865337342004417,560.8789333333332,35.15849318475164,8.049999999999997,0.5249007842757863,0.6801944444444444,0.0007708020514173226,169718.0366111111,192.32590305734493,3235.84,46.0,249514,0.17499999999999993,0.004859126579037751,0.009523888094913991,0.00034471315683308424,0.0006756377873928451
SQLancer,PostgreSQL,720,0.17333333333333328,0.010865337342004417,560.8789333333332,35.15849318475164,8.049999999999997,0.5249007842757863,0.6801944444444444,0.0007708020514173226,169718.0366111111,192.32590305734493,3235.84,46.0,249514,0.17499999999999993,0.004859126579037751,0.009523888094913991,0.00034471315683308424,0.0006756377873928451
SQLancer,PostgreSQL,900,0.17333333333333328,0.010865337342004417,560.8789333333332,35.15849318475164,8.049999999999997,0.5249007842757863,0.6801944444444444,0.0007708020514173226,169718.0366111111,192.32590305734493,3235.84,46.0,249514,0.17499999999999993,0.004859126579037751,0.009523888094913991,0.00034471315683308424,0.0006756377873928451
SQLancer,PostgreSQL,1200,0.17333333333333328,0.010865337342004417,560.8789333333332,35.15849318475164,8.049999999999997,0.5249007842757863,0.6801944444444444,0.0007708020514173226,169718.0366111111,192.32590305734493,3235.84,46.0,249514,0.17499999999999993,0.004859126579037751,0.009523888094913991,0.00034471315683308424,0.0006756377873928451
SQLancer,PostgreSQL,1440,0.17333333333333328,0.010865337342004417,560.8789333333332,35.15849318475164,8.049999999999997,0.5249007842757863,0.6801944444444444,0.0007708020514173226,169718.0366111111,192.32590305734493,3235.84,46.0,249514,0.17499999999999993,0.004859126579037751,0.009523888094913991,0.00034471315683308424,0.0006756377873928451
SQLeek,MySQL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4602.0,1445.0,326944,0.0,0.0,0.0,0.0,0.0
SQLeek,MySQL,60,0.4480660582355497,0.0,2061.9999999999995,0.0,895.8625162127108,0.0,0.3208102916707448,0.0,104887.0,0.0,4602.0,1445.0,326944,0.6199740596627756,0.0,0.0,0.0,0.0
SQLeek,MySQL,180,0.4880486744893524,0.0,2246.0,0.0,920.2269779507131,0.0,0.344129269844377,0.0,112511.0,0.0,4602.0,1445.0,326944,0.636835278858625,0.0,0.0,0.0,0.0
SQLeek,MySQL,300,0.5026075619295959,0.0,2313.0000000000005,0.0,933.3463035019456,0.0,0.3566788196143682,0.0,116614.0,0.0,4602.0,1445.0,326944,0.6459143968871596,0.0,0.0,0.0,0.0
SQLeek,MySQL,480,0.530638852672751,0.0,2442.0,0.0,978.3268482490272,0.0,0.3712042429284525,0.0,121362.99999999996,0.0,4602.0,1445.0,326944,0.6770428015564202,0.0,0.0,0.0,0.0
SQLeek,MySQL,600,0.5386788352890047,0.0,2479.0,0.0,982.0752269779508,0.0,0.3746666095722815,0.0,122495.0,0.0,4602.0,1445.0,326944,0.6796368352788587,0.0,0.0,0.0,0.0
SQLeek,MySQL,720,0.5421555845284659,0.0,2495.0,0.0,983.9494163424124,0.0,0.3753915043554859,0.0,122732.0,0.0,4602.0,1445.0,326944,0.6809338521400778,0.0,0.0,0.0,0.0
SQLeek,MySQL,900,0.5491090830073881,0.0,2527.0000000000005,0.0,983.9494163424124,0.0,0.3777038269550749,0.0,123488.0,0.0,4602.0,1445.0,326944,0.6809338521400778,0.0,0.0,0.0,0.0
SQLeek,MySQL,1200,0.5669274228596263,0.0,2609.0,0.0,993.3203631647212,0.0,0.3826006900264265,0.0,125089.0,0.0,4602.0,1445.0,326944,0.6874189364461739,0.0,0.0,0.0,0.0
SQLeek,MySQL,1440,0.575619295958279,0.0,2649.0,0.0,993.3203631647212,0.0,0.3853075756092786,0.0,125973.99999999996,0.0,4602.0,1445.0,326944,0.6874189364461739,0.0,0.0,0.0,0.0
SQLaser,MySQL,0,0.1699261190786614,0.0,781.9999999999998,0.0,453.55382619974057,0.0,0.15764549892336296,6.44674283925261e-05,51541.249999999985,21.07723890836422,4602.0,1445.0,326944,0.3138780804150454,0.0,0.0,3.223371419626305e-05,6.317807982467558e-05
SQLaser,MySQL,60,0.3660365058670143,0.049340417573645,1684.5,227.06460167391438,746.3959143968871,63.138673868332354,0.2660310328374278,0.031005826019423106,86977.25,10137.168782094273,4602.0,1445.0,326944,0.5165369649805447,0.0246702087868225,0.0483536092221721,0.015502913009711553,0.030385709499034644
SQLaser,MySQL,180,0.41606910039113426,0.016423170016961263,1914.75,75.57942841805576,806.3699740596628,19.439539247916006,0.29202860428697264,0.012943847987477268,95476.99999999999,4231.913436417776,4602.0,1445.0,326944,0.558041504539559,0.008211585008480632,0.01609470661662204,0.006471923993738634,0.012684971027727723
SQLaser,MySQL,300,0.4324206866579748,0.013692574125356639,1990.0,63.01322612489117,822.769130998703,13.252520088386005,0.3020739025643535,0.008699461291969647,98761.24999999999,2844.236672641732,4602.0,1445.0,326944,0.569390402075227,0.0068462870626783195,0.013418722642849506,0.004349730645984823,0.008525472066130253
SQLaser,MySQL,480,0.45338983050847453,0.009472579935524628,2086.5,43.592812863284315,851.3505188067445,16.14959732343863,0.31125590315161006,0.006543362741245742,101763.25,2139.313188073844,4602.0,1445.0,326944,0.5891699092088197,0.004736289967762314,0.009283128336814135,0.003271681370622871,0.006412495486420827
SQLaser,MySQL,600,0.45903954802259883,0.008921527841398947,2112.5,41.05687112611806,856.0359922178988,19.379214698279828,0.31459057208573943,0.006031059975660826,102853.49999999999,1971.8188726824635,4602.0,1445.0,326944,0.5924124513618676,0.004460763920699474,0.008743097284570968,0.003015529987830413,0.005910438776147609
SQLaser,MySQL,720,0.46202737940026073,0.00964199836029257,2126.25,44.37247645406645,858.378728923476,19.295960510669588,0.3163508123715376,0.006096689434250226,103429.0,1993.2760303915077,4602.0,1445.0,326944,0.5940337224383917,0.004820999180146285,0.009449158393086719,0.003048344717125113,0.005974755645565221
SQLaser,MySQL,900,0.46707953063885266,0.01056593022143335,2149.5,48.62441087903624,866.3440337224384,16.859025244705784,0.31988964470979736,0.006236346276529722,104585.99999999999,2038.9359970337403,4602.0,1445.0,326944,0.5995460440985733,0.005282965110716675,0.010354611617004683,0.003118173138264861,0.006111619350999128
SQLaser,MySQL,1200,0.4749565406345067,0.008690741270651479,2185.75,39.99479132753805,872.9036964980545,13.888826519228576,0.3239094462660272,0.005293470269910895,105900.25,1730.6683439257408,4602.0,1445.0,326944,0.6040856031128404,0.004345370635325739,0.00851692644523845,0.0026467351349554473,0.005187600864512676
SQLaser,MySQL,1440,0.47702086049543674,0.007949174152038396,2195.25,36.5820994476806,874.3093385214008,13.72984959363726,0.32537911691298815,0.005331514526629672,106380.75,1743.106685394406,4602.0,1445.0,326944,0.6050583657587549,0.003974587076019198,0.007790190668997628,0.002665757263314836,0.0052248842360970785
AFLGo,MySQL,0,0.2546718817905258,0.0,1171.9999999999998,0.0,580.9987029831387,0.0,0.1942289811099148,0.0,63501.99999999999,0.0,4602.0,1445.0,326944,0.4020752269779507,0.0,0.0,0.0,0.0
AFLGo,MySQL,60,0.2546718817905258,0.0,1171.9999999999998,0.0,580.9987029831387,0.0,0.1958959332485074,0.0,64047.00000000001,0.0,4602.0,1445.0,326944,0.4020752269779507,0.0,0.0,0.0,0.0
AFLGo,MySQL,180,0.2546718817905258,0.0,1171.9999999999998,0.0,580.9987029831387,0.0,0.1962017960262307,0.0,64146.99999999997,0.0,4602.0,1445.0,326944,0.4020752269779507,0.0,0.0,0.0,0.0
AFLGo,MySQL,300,0.2546718817905258,0.0,1171.9999999999998,0.0,580.9987029831387,0.0,0.1962384995595576,0.0,64159.0,0.0,4602.0,1445.0,326944,0.4020752269779507,0.0,0.0,0.0,0.0
AFLGo,MySQL,480,0.2546718817905258,0.0,1171.9999999999998,0.0,580.9987029831387,0.0,0.196256851326221,0.0,64165.0,0.0,4602.0,1445.0,326944,0.4020752269779507,0.0,0.0,0.0,0.0
AFLGo,MySQL,600,0.2546718817905258,0.0,1171.9999999999998,0.0,580.9987029831387,0.0,0.1963180238817657,0.0,64185.00000000001,0.0,4602.0,1445.0,326944,0.4020752269779507,0.0,0.0,0.0,0.0
AFLGo,MySQL,720,0.2546718817905258,0.0,1171.9999999999998,0.0,580.9987029831387,0.0,0.1964036654595282,0.0,64212.99999999999,0.0,4602.0,1445.0,326944,0.4020752269779507,0.0,0.0,0.0,0.0
AFLGo,MySQL,900,0.2546718817905258,0.0,1171.9999999999998,0.0,580.9987029831387,0.0,0.1964311931095233,0.0,64221.99999999999,0.0,4602.0,1445.0,326944,0.4020752269779507,0.0,0.0,0.0,0.0
AFLGo,MySQL,1200,0.2546718817905258,0.0,1171.9999999999998,0.0,580.9987029831387,0.0,0.1964342517373005,0.0,64222.99999999998,0.0,4602.0,1445.0,326944,0.4020752269779507,0.0,0.0,0.0,0.0
AFLGo,MySQL,1440,0.2546718817905258,0.0,1171.9999999999998,0.0,580.9987029831387,0.0,0.1964526035039639,0.0,64228.99999999997,0.0,4602.0,1445.0,326944,0.4020752269779507,0.0,0.0,0.0,0.0
Griffin,MySQL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4602.0,1445.0,326944,0.0,0.0,0.0,0.0,0.0
Griffin,MySQL,60,0.24541503694046063,0.0014462895516987476,1129.3999999999996,6.655824516917637,487.2,5.215361924162142,0.1868980620534403,0.0032213706758689427,61105.19999999999,1053.2078142512967,4602.0,1445.0,326944,0.33716262975778544,0.0006468003505492192,0.0012677286870764696,0.0014406407623934795,0.0028236558942912196
Griffin,MySQL,180,0.2936114732724902,0.0015007645936403143,1351.1999999999998,6.90651865993264,541.0,5.8736700622353295,0.19164688754037382,0.0027420998046875137,62657.799999999974,896.5130785437559,4602.0,1445.0,326944,0.3743944636678201,0.0006711623299209183,0.0013154781666449998,0.0012263043128740354,0.0024035564532331093
Griffin,MySQL,300,0.3013037809647979,0.0023282216837860045,1386.6,10.714476188783193,547.2,8.167006795638155,0.19346126553782908,0.002818023840441158,63250.999999999985,921.3359864891934,4602.0,1445.0,326944,0.3786851211072665,0.001041212390326905,0.002040776285040734,0.00126025857388829,0.0024701068048210485
Griffin,MySQL,480,0.3044328552803129,0.002458432963708112,1401.0,11.313708498984726,548.4,7.503332592921631,0.1942234755799158,0.0022462454943957045,63500.19999999999,734.3964869197094,4602.0,1445.0,326944,0.37951557093425603,0.0010994446449955223,0.0021549115041912237,0.0010045515239242835,0.0019689209868915957
Griffin,MySQL,600,0.3049109083007388,0.0021312820226404273,1403.2,9.80815986819128,549.4,5.504543577809162,0.19475995889204262,0.0031576555316745283,63675.59999999999,1032.3765301478004,4602.0,1445.0,326944,0.3802076124567474,0.0009531382963694482,0.0018681510608841182,0.001412146483670497,0.002767807107994174
Griffin,MySQL,720,0.3049109083007388,0.0021312820226404273,1403.2,9.80815986819128,552.2,6.220932405998267,0.1949385827542331,0.003090858008557184,63733.999999999985,1010.5374807497249,4602.0,1445.0,326944,0.38214532871972323,0.0009531382963694482,0.0018681510608841182,0.001382273723186698,0.0027092564974459284
