run,dedup_line_no,first_seen_hours,bug_id,status,match_confidence,match_score,exact_sql_match,first_frame_hit,first_distinctive_hit,top_distinctive_hit,frame_hits,distinctive_hits,word_jaccard,top_frame_demangled,jira_top_frames,trigger_summary,log_path,dedup_line
r3,3,1.9022222222222223,MDEV-39884,Confirmed,stack_strong,53.15702479338843,False,True,True,False,4,4,0.03856749311294766,"find_field_in_tables(THD*, Item_ident*, TABLE_LIST*, TABLE_LIST*, List<TABLE_LIST>*, Item**, find_item_error_report_type, bool, bool)",Item_field::fix_fields|create_view_field|find_field_in_table_ref|find_field_in_tables|Item_direct_view_ref::fix_fields|Item_func::fix_fields|st_select_lex::pushdown_from_having_into_where|JOIN::optimize_inner,Server crash in Item_field::fix_fields with generated SQL query,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000002_20260629_13h13m31s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000002_20260629_13h13m31s/griffin.log:[force_exit_all] #0 0x6234813b4544 (_Z20find_field_in_tablesP3THDP10Item_identP10TABLE_LISTS4_P4ListIS3_EPP4Item27find_item_error_report_typebb+0x14)
r3,4,9.500555555555556,MDEV-39897,Confirmed,stack_strong,76.6987951807229,False,True,True,True,5,5,0.1566265060240964,"add_key_field(JOIN*, KEY_FIELD**, unsigned int, Item_bool_func*, Field*, bool, Item**, unsigned int, unsigned long long, SARGABLE_PARAM**, unsigned int)",add_key_field|add_key_equal_fields|Item_func_truth::add_key_fields|update_ref_and_keys|JOIN::optimize_inner|JOIN::optimize|st_select_lex::optimize_unflattened_subqueries|JOIN::optimize_stage2,Recursive CTE with GIS/JSON IN subquery,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000043_20260629_20h49m25s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000043_20260629_20h49m25s/griffin.log:[force_exit_all] #0 0x6133cd477f41 (_ZL13add_key_fieldP4JOINPP9KEY_FIELDjP14Item_bool_funcP5FieldbPP4ItemjyPP14SARGABLE_PARAMj+0x381)
r3,5,6.219722222222222,MDEV-39887,Confirmed,weak_review,34.04819277108434,False,False,False,False,4,4,0.06827309236947791,"mysql_derived_merge(THD*, LEX*, TABLE_LIST*)",setup_copy_fields|JOIN::make_aggr_tables_info|JOIN::optimize_stage2|JOIN::optimize_inner|JOIN::optimize|st_select_lex::optimize_unflattened_subqueries|mysql_select|handle_select,Nested recursive CTE with GIS geohash and window expression,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000027_20260629_17h32m34s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000027_20260629_17h32m34s/griffin.log:[force_exit_all] #0 0x60af00c93c95 (_ZL19mysql_derived_mergeP3THDP3LEXP10TABLE_LIST+0x6d5)
r3,6,3.6663888888888887,MDEV-39889,Confirmed,unmatched,24.123456790123456,False,False,False,False,3,3,0.00411522633744856,st_select_lex_unit::exec_recursive(),_ma_unique_hash|maria_write|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select|JOIN::exec_inner|JOIN::exec,GIS and JSON/XML predicates inside set-operation query,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000016_20260629_14h59m22s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000016_20260629_14h59m22s/griffin.log:[force_exit_all] #0 0x6414479b14d9 (_ZN18st_select_lex_unit14exec_recursiveEv+0x209)
r3,7,2.997777777777778,MDEV-39889,Confirmed,unmatched,24.081521739130434,False,False,False,False,3,3,0.002717391304347826,JOIN::exec_inner(),_ma_unique_hash|maria_write|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select|JOIN::exec_inner|JOIN::exec,GIS and JSON/XML predicates inside set-operation query,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000014_20260629_14h19m15s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000014_20260629_14h19m15s/griffin.log:[force_exit_all] #0 0x5a61dc958f28 (_ZN4JOIN10exec_innerEv+0xa8)
r3,8,7.907777777777778,MDEV-39887,Confirmed,weak_review,35.648648648648646,False,False,False,False,6,6,0.12162162162162163,JOIN::exec(),setup_copy_fields|JOIN::make_aggr_tables_info|JOIN::optimize_stage2|JOIN::optimize_inner|JOIN::optimize|st_select_lex::optimize_unflattened_subqueries|mysql_select|handle_select,Nested recursive CTE with GIS geohash and window expression,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000034_20260629_19h13m51s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000034_20260629_19h13m51s/griffin.log:[force_exit_all] #0 0x60c7d3103d66 (_ZN4JOIN4execEv+0x36)
r3,9,5.399444444444445,MDEV-39890,Reported,stack_strong,75.16901408450704,False,True,True,True,8,8,0.1056338028169014,hp_rec_hashnr,hp_rec_hashnr|hp_write_key|heap_write|ha_heap::write_row|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select,"Recursive CTE with GET_LOCK, geohash, and XML predicate",/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000024_20260629_16h43m21s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000024_20260629_16h43m21s/griffin.log:[force_exit_all] #0 0x5bbe47177b15 (hp_rec_hashnr+0x225)
r3,10,2.0344444444444445,MDEV-39916,Confirmed,weak_review,39.674418604651166,False,False,False,False,4,4,0.2558139534883721,json_find_path,Item_func_not::fix_fields|st_select_lex::pushdown_from_having_into_where|JOIN::optimize_inner|JOIN::optimize|st_select_lex::optimize_unflattened_subqueries|JOIN::optimize_stage2|mysql_select|handle_select,INFORMATION_SCHEMA query with ExtractValue and GIS predicate,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000005_20260629_13h21m27s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000005_20260629_13h21m27s/griffin.log:[force_exit_all] #0 0x5a10fd3bbc1a (json_find_path+0x4a)
r3,11,2.0330555555555554,MDEV-39887,Confirmed,weak_review,34.669039145907476,False,False,False,False,4,4,0.08896797153024912,json_find_path,setup_copy_fields|JOIN::make_aggr_tables_info|JOIN::optimize_stage2|JOIN::optimize_inner|JOIN::optimize|st_select_lex::optimize_unflattened_subqueries|mysql_select|handle_select,Nested recursive CTE with GIS geohash and window expression,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000004_20260629_13h21m22s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd3/logSaved/id_000004_20260629_13h21m22s/griffin.log:[force_exit_all] #0 0x63e6e5034c21 (json_find_path+0x51)
r4,1,17.71361111111111,MDEV-39889,Confirmed,weak_review,32.35294117647059,False,False,False,False,4,4,0.011764705882352941,"sub_select(JOIN*, st_join_table*, bool)",_ma_unique_hash|maria_write|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select|JOIN::exec_inner|JOIN::exec,GIS and JSON/XML predicates inside set-operation query,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000430_20260630_05h02m15s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000430_20260630_05h02m15s/griffin.log:[force_exit_all] #0 0x5e398e12aed3 (_Z10sub_selectP4JOINP13st_join_tableb+0x113)
r4,2,23.83388888888889,MDEV-39889,Confirmed,unmatched,24.19543973941368,False,False,False,False,3,3,0.006514657980456026,"fill_record(THD*, TABLE*, Field**, List<Item>&, bool, bool, bool)",_ma_unique_hash|maria_write|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select|JOIN::exec_inner|JOIN::exec,GIS and JSON/XML predicates inside set-operation query,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000517_20260630_11h09m28s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000517_20260630_11h09m28s/griffin.log:[force_exit_all] #0 0x653da5234e14 (_Z11fill_recordP3THDP5TABLEPP5FieldR4ListI4ItemEbbb+0x134)
r4,3,2.5316666666666667,MDEV-39887,Confirmed,stack_strong,74.05882352941177,False,True,True,True,8,8,0.06862745098039216,"setup_copy_fields(THD*, TMP_TABLE_PARAM*, Bounds_checked_array<Item*>, List<Item>&, List<Item>&, unsigned int, List<Item>&)",setup_copy_fields|JOIN::make_aggr_tables_info|JOIN::optimize_stage2|JOIN::optimize_inner|JOIN::optimize|st_select_lex::optimize_unflattened_subqueries|mysql_select|handle_select,Nested recursive CTE with GIS geohash and window expression,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000018_20260629_13h51m20s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000018_20260629_13h51m20s/griffin.log:[force_exit_all] #0 0x5e6dd3ddca9e (_Z17setup_copy_fieldsP3THDP15TMP_TABLE_PARAM20Bounds_checked_arrayIP4ItemER4ListIS4_ES9_jS9_+0x4fe)
r4,4,4.418888888888889,MDEV-39889,Confirmed,weak_review,32.24896265560166,False,False,False,False,4,4,0.008298755186721992,"sub_select_postjoin_aggr(JOIN*, st_join_table*, bool)",_ma_unique_hash|maria_write|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select|JOIN::exec_inner|JOIN::exec,GIS and JSON/XML predicates inside set-operation query,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000028_20260629_15h44m34s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000028_20260629_15h44m34s/griffin.log:[force_exit_all] #0 0x5ee9441a51cb (_Z24sub_select_postjoin_aggrP4JOINP13st_join_tableb+0x10b)
r4,5,4.2011111111111115,MDEV-39899,Confirmed,weak_review,34.74576271186441,False,False,False,False,4,4,0.09152542372881356,"sub_select_postjoin_aggr(JOIN*, st_join_table*, bool)",JOIN::transform_in_predicates_into_in_subq|convert_join_subqueries_to_semijoins|JOIN::optimize_inner|JOIN::optimize|subselect_single_select_engine::exec|Item_subselect::exec|Item_singlerow_subselect::val_str|Item_str_conv::val_str,Recursive CTE with JSON condition and ordinal ORDER BY,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000026_20260629_15h31m30s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000026_20260629_15h31m30s/griffin.log:[force_exit_all] #0 0x5aadf533f1d6 (_Z24sub_select_postjoin_aggrP4JOINP13st_join_tableb+0x116)
r4,6,21.39388888888889,MDEV-39897,Confirmed,stack_strong,74.34939759036145,False,True,True,True,7,7,0.0783132530120482,"add_key_field(JOIN*, KEY_FIELD**, unsigned int, Item_bool_func*, Field*, bool, Item**, unsigned int, unsigned long long, SARGABLE_PARAM**, unsigned int)",add_key_field|add_key_equal_fields|Item_func_truth::add_key_fields|update_ref_and_keys|JOIN::optimize_inner|JOIN::optimize|st_select_lex::optimize_unflattened_subqueries|JOIN::optimize_stage2,Recursive CTE with GIS/JSON IN subquery,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000475_20260630_08h43m04s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000475_20260630_08h43m04s/griffin.log:[force_exit_all] #0 0x63d4bd484f41 (_ZL13add_key_fieldP4JOINPP9KEY_FIELDjP14Item_bool_funcP5FieldbPP4ItemjyPP14SARGABLE_PARAMj+0x381)
r4,7,13.551666666666666,MDEV-39887,Confirmed,unmatched,18.26950354609929,False,False,False,False,2,2,0.07565011820330969,Item_equal::val_bool(),setup_copy_fields|JOIN::make_aggr_tables_info|JOIN::optimize_stage2|JOIN::optimize_inner|JOIN::optimize|st_select_lex::optimize_unflattened_subqueries|mysql_select|handle_select,Nested recursive CTE with GIS geohash and window expression,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000329_20260630_00h52m32s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000329_20260630_00h52m32s/griffin.log:[force_exit_all] #0 0x6228fa0c1b73 (_ZN10Item_equal8val_boolEv+0x153)
r4,8,22.649444444444445,MDEV-39884,Confirmed,stack_strong,72.73022312373224,False,True,True,True,4,4,0.02434077079107505,"Item_field::fix_fields(THD*, Item**)",Item_field::fix_fields|create_view_field|find_field_in_table_ref|find_field_in_tables|Item_direct_view_ref::fix_fields|Item_func::fix_fields|st_select_lex::pushdown_from_having_into_where|JOIN::optimize_inner,Server crash in Item_field::fix_fields with generated SQL query,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000489_20260630_09h58m24s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000489_20260630_09h58m24s/griffin.log:[force_exit_all] #0 0x64a3eab8be23 (_ZN10Item_field10fix_fieldsEP3THDPP4Item+0x183)
r4,9,10.889722222222222,MDEV-39899,Confirmed,weak_review,34.71739130434783,False,False,False,False,4,4,0.09057971014492754,"Item_field::save_org_in_field(Field*, int (*)(Field*, Field*))",JOIN::transform_in_predicates_into_in_subq|convert_join_subqueries_to_semijoins|JOIN::optimize_inner|JOIN::optimize|subselect_single_select_engine::exec|Item_subselect::exec|Item_singlerow_subselect::val_str|Item_str_conv::val_str,Recursive CTE with JSON condition and ordinal ORDER BY,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000267_20260629_22h12m49s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000267_20260629_22h12m49s/griffin.log:[force_exit_all] #0 0x5951d73fb1f2 (_ZN10Item_field17save_org_in_fieldEP5FieldPFiS1_S1_E+0x162)
r4,10,17.371944444444445,MDEV-39887,Confirmed,weak_review,34.622950819672134,False,False,False,False,6,6,0.08743169398907104,"Item_string::save_in_field(Field*, bool)",setup_copy_fields|JOIN::make_aggr_tables_info|JOIN::optimize_stage2|JOIN::optimize_inner|JOIN::optimize|st_select_lex::optimize_unflattened_subqueries|mysql_select|handle_select,Nested recursive CTE with GIS geohash and window expression,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000410_20260630_04h41m45s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000410_20260630_04h41m45s/griffin.log:[force_exit_all] #0 0x557fe7e58b18 (_ZN11Item_string13save_in_fieldEP5Fieldb+0xb8)
r4,11,23.76888888888889,MDEV-39889,Confirmed,unmatched,24.142857142857142,False,False,False,False,3,3,0.004761904761904762,Item_cache_bool::cache_value(),_ma_unique_hash|maria_write|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select|JOIN::exec_inner|JOIN::exec,GIS and JSON/XML predicates inside set-operation query,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000509_20260630_11h05m34s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000509_20260630_11h05m34s/griffin.log:[force_exit_all] #0 0x5f671fdc3bf8 (_ZN15Item_cache_bool11cache_valueEv+0xe8)
r4,12,16.389166666666668,MDEV-39889,Confirmed,weak_review,32.122699386503065,False,False,False,False,4,4,0.00408997955010225,"Create_tmp_table::finalize(THD*, TABLE*, TMP_TABLE_PARAM*, bool, bool)",_ma_unique_hash|maria_write|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select|JOIN::exec_inner|JOIN::exec,GIS and JSON/XML predicates inside set-operation query,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000368_20260630_03h42m47s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000368_20260630_03h42m47s/griffin.log:[force_exit_all] #0 0x6044a6c73510 (_ZN16Create_tmp_table8finalizeEP3THDP5TABLEP15TMP_TABLE_PARAMbb+0x710)
r4,13,5.169722222222222,MDEV-39896,Reported,stack_strong,73.58878504672897,False,True,True,True,6,6,0.0529595015576324,"Item_func_buffer::Transporter::add_edge_buffer(double, double, bool, bool)",Item_func_buffer::Transporter::add_edge_buffer|Item_func_buffer::Transporter::complete|Item_func_buffer::Transporter::complete_line|Item_func_buffer::val_str|Item_func_as_wkt::val_str_ascii|Item_func::val_str_from_val_str_ascii|Item_func_regexp_replace::val_str_internal|Type_handler::Item_send_str,Recursive CTE with REGEXP_REPLACE and ROW_NUMBER,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000081_20260629_16h29m37s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000081_20260629_16h29m37s/griffin.log:[force_exit_all] #0 0x5e7ea1280912 (_ZN16Item_func_buffer11Transporter15add_edge_bufferEddbb+0x682)
r4,14,3.495,MDEV-39887,Confirmed,weak_review,36.0625,False,False,False,False,4,4,0.13541666666666666,Item_func_interval::fix_length_and_dec(THD*),setup_copy_fields|JOIN::make_aggr_tables_info|JOIN::optimize_stage2|JOIN::optimize_inner|JOIN::optimize|st_select_lex::optimize_unflattened_subqueries|mysql_select|handle_select,Nested recursive CTE with GIS geohash and window expression,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000022_20260629_14h49m08s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000022_20260629_14h49m08s/griffin.log:[force_exit_all] #0 0x55f43fab7a85 (_ZN18Item_func_interval18fix_length_and_decEP3THD+0x3f5)
r4,15,5.039444444444444,MDEV-39887,Confirmed,weak_review,34.5945945945946,False,False,False,False,5,5,0.08648648648648649,st_select_lex_unit::exec_recursive(),setup_copy_fields|JOIN::make_aggr_tables_info|JOIN::optimize_stage2|JOIN::optimize_inner|JOIN::optimize|st_select_lex::optimize_unflattened_subqueries|mysql_select|handle_select,Nested recursive CTE with GIS geohash and window expression,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000065_20260629_16h21m48s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000065_20260629_16h21m48s/griffin.log:[force_exit_all] #0 0x575ce64f34d9 (_ZN18st_select_lex_unit14exec_recursiveEv+0x209)
r4,16,10.32638888888889,MDEV-39889,Confirmed,unmatched,24.11320754716981,False,False,False,False,3,3,0.0037735849056603774,"Item::save_int_in_field(Field*, bool)",_ma_unique_hash|maria_write|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select|JOIN::exec_inner|JOIN::exec,GIS and JSON/XML predicates inside set-operation query,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000255_20260629_21h39m01s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000255_20260629_21h39m01s/griffin.log:[force_exit_all] #0 0x587b5a69b84c (_ZN4Item17save_int_in_fieldEP5Fieldb+0x6c)
r4,17,1.9638888888888888,MDEV-39914,Fixed,stack_strong,75.08411214953271,False,True,True,True,8,8,0.102803738317757,"String::append(char const*, unsigned long)",String::append|Gis_polygon::simplify|Item_func_simplify::val_str|in_string::set|Item_func_in::fix_in_vector|Type_handler_string_result::Item_func_in_fix_comparator_compatible_types|Item_func_in::fix_length_and_dec|Item_func::fix_fields,INFORMATION_SCHEMA query with ROW_NUMBER and GIS simplify,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000012_20260629_13h17m16s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000012_20260629_13h17m16s/griffin.log:[force_exit_all] #0 0x631528d92182 (_ZN6String6appendEPKcm+0x42)
r4,18,4.854722222222223,MDEV-39889,Confirmed,weak_review,32.2112676056338,False,False,False,False,4,4,0.007042253521126761,AGGR_OP::end_send(),_ma_unique_hash|maria_write|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select|JOIN::exec_inner|JOIN::exec,GIS and JSON/XML predicates inside set-operation query,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000048_20260629_16h10m43s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000048_20260629_16h10m43s/griffin.log:[force_exit_all] #0 0x62480ccad5f1 (_ZN7AGGR_OP8end_sendEv+0x31)
r4,19,10.876111111111111,MDEV-39899,Confirmed,weak_review,37.53398058252427,False,False,False,False,4,4,0.18446601941747573,AGGR_OP::end_send(),JOIN::transform_in_predicates_into_in_subq|convert_join_subqueries_to_semijoins|JOIN::optimize_inner|JOIN::optimize|subselect_single_select_engine::exec|Item_subselect::exec|Item_singlerow_subselect::val_str|Item_str_conv::val_str,Recursive CTE with JSON condition and ordinal ORDER BY,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000261_20260629_22h12m00s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000261_20260629_22h12m00s/griffin.log:[force_exit_all] #0 0x5ae2ff1cd602 (_ZN7AGGR_OP8end_sendEv+0x42)
r4,20,8.709166666666667,MDEV-39899,Confirmed,weak_review,34.47787610619469,False,False,False,False,5,5,0.08259587020648967,ha_maria::delete_all_rows(),JOIN::transform_in_predicates_into_in_subq|convert_join_subqueries_to_semijoins|JOIN::optimize_inner|JOIN::optimize|subselect_single_select_engine::exec|Item_subselect::exec|Item_singlerow_subselect::val_str|Item_str_conv::val_str,Recursive CTE with JSON condition and ordinal ORDER BY,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000238_20260629_20h01m59s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000238_20260629_20h01m59s/griffin.log:[force_exit_all] #0 0x5931ed8c5e2a (_ZN8ha_maria15delete_all_rowsEv+0x3a)
r4,22,10.875,MDEV-39910,Confirmed,weak_review,40.75,False,False,False,False,4,4,0.2916666666666667,__nss_database_lookup,setup_copy_fields|JOIN::make_aggr_tables_info|JOIN::optimize_stage2|JOIN::optimize_inner|JOIN::optimize|st_select_lex::optimize_unflattened_subqueries|Item_in_subselect::optimize|setup_jtbm_semi_joins,Recursive CTE with SIGN and grouped scalar subquery,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000260_20260629_22h11m56s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000260_20260629_22h11m56s/griffin.log:[force_exit_all] #0 0x777ecc8640ca (__nss_database_lookup+0x28e7a)
r4,23,5.1033333333333335,MDEV-39899,Confirmed,exact_sql,132.0,True,False,False,False,4,4,0.0,heap_clear,JOIN::transform_in_predicates_into_in_subq|convert_join_subqueries_to_semijoins|JOIN::optimize_inner|JOIN::optimize|subselect_single_select_engine::exec|Item_subselect::exec|Item_singlerow_subselect::val_str|Item_str_conv::val_str,Recursive CTE with JSON condition and ordinal ORDER BY,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000075_20260629_16h25m38s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000075_20260629_16h25m38s/griffin.log:[force_exit_all] #0 0x64edc1252091 (heap_clear+0x21)
r4,24,11.025555555555556,MDEV-39899,Confirmed,weak_review,35.75,False,False,False,False,4,4,0.125,heap_write,JOIN::transform_in_predicates_into_in_subq|convert_join_subqueries_to_semijoins|JOIN::optimize_inner|JOIN::optimize|subselect_single_select_engine::exec|Item_subselect::exec|Item_singlerow_subselect::val_str|Item_str_conv::val_str,Recursive CTE with JSON condition and ordinal ORDER BY,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000277_20260629_22h20m58s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000277_20260629_22h20m58s/griffin.log:[force_exit_all] #0 0x5a1d5473cb98 (heap_write+0x38)
r4,25,8.528333333333334,MDEV-39890,Reported,stack_strong,74.26829268292683,False,True,True,True,8,8,0.07560975609756097,hp_rec_hashnr,hp_rec_hashnr|hp_write_key|heap_write|ha_heap::write_row|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select,"Recursive CTE with GET_LOCK, geohash, and XML predicate",/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000217_20260629_19h51m08s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000217_20260629_19h51m08s/griffin.log:[force_exit_all] #0 0x56d61b5deb15 (hp_rec_hashnr+0x225)
r4,26,5.079722222222222,MDEV-39890,Reported,stack_strong,75.31967213114754,False,True,True,True,8,8,0.11065573770491803,hp_rec_hashnr,hp_rec_hashnr|hp_write_key|heap_write|ha_heap::write_row|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select,"Recursive CTE with GET_LOCK, geohash, and XML predicate",/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000067_20260629_16h24m13s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000067_20260629_16h24m13s/griffin.log:[force_exit_all] #0 0x5fb4b5549c8b (hp_rec_hashnr+0x39b)
r4,27,4.6725,MDEV-39890,Reported,stack_strong,75.88392857142857,False,True,True,True,8,8,0.12946428571428573,hp_rec_hashnr,hp_rec_hashnr|hp_write_key|heap_write|ha_heap::write_row|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select,"Recursive CTE with GET_LOCK, geohash, and XML predicate",/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000044_20260629_15h59m47s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000044_20260629_15h59m47s/griffin.log:[force_exit_all] #0 0x6043da5b4975 (hp_rec_hashnr+0x85)
r4,28,10.545555555555556,MDEV-39889,Confirmed,unmatched,24.114503816793892,False,False,False,False,3,3,0.003816793893129771,hp_rec_key_cmp,_ma_unique_hash|maria_write|handler::ha_write_tmp_row|end_write|evaluate_join_record|sub_select|JOIN::exec_inner|JOIN::exec,GIS and JSON/XML predicates inside set-operation query,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000258_20260629_21h52m10s/griffin.log,/root/dfuzz-griffin/griffin_output/griffin_mariadb_sqleek_rnd4/logSaved/id_000258_20260629_21h52m10s/griffin.log:[force_exit_all] #0 0x6332ebb7fdbd (hp_rec_key_cmp+0x6d)
