status,tool,dbms,run,bug_id,first_seen_hours,first_seen_hours_rounded,log_path,validation_file,match_strength,reason,stack_top,stack_excerpt,sql_excerpt
counted_feedback_match,SQLeek,MonetDB,r3,MONETDB-014-REL-EXP-VISITOR,11.536667,11.536667,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000110_20260629_22h51m06s/griffin.log,BUG-SQLEEK-MONETDB-014-rel-exp-visitor-rollup-cube-any-crash.md,exact-top-offset,,[force_exit_all] #0 0x701ef89e5db0 (rel_exp_visitor+0x7e0),[force_exit_all] #0 0x701ef89e5db0 (rel_exp_visitor+0x7e0) | [force_exit_all] #1 0x701ef89e5bfc (rel_exp_visitor+0x62c) | [force_exit_all] #2 0x701ef89e5a94 (rel_exp_visitor+0x4c4) | [force_exit_all] #3 0x701ef89e5bfc (rel_exp_visitor+0x62c) | [force_exit_all] #4 0x701ef89e5bfc (rel_exp_visitor+0x62c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;  child 2857191 stoped signal number=5 SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SEL"
counted_feedback_match,SQLeek,MonetDB,r3,MONETDB-015-REL-GET-STATISTICS,16.756944,16.756944,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000264_20260630_04h04m19s/griffin.log,BUG-SQLEEK-MONETDB-015-rel-get-statistics-recursive-cte-not-in-crash.md,exact-top-offset,,[force_exit_all] #0 0x7448f6812538 (rel_get_statistics_+0x15f8),[force_exit_all] #0 0x7448f6812538 (rel_get_statistics_+0x15f8) | [force_exit_all] #1 0x7448f67e63be (rel_visitor_bu+0x64e) | [force_exit_all] #2 0x7448f67e60dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x7448f67e607f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x7448f67e24b4 (rel_visitor+0x454),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;  child 4188856 stoped signal number=5 SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SEL"
counted_feedback_match,SQLeek,MonetDB,r3,MONETDB-006-EXP-BIN-RECURSIVE-CTE,17.620000,17.62,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000265_20260630_04h56m06s/griffin.log,BUG-SQLEEK-MONETDB-006-exp-bin-recursive-cte-window-crash.md,exp-bin-rel2bin-stack-match,,[force_exit_all] #0 0x7ac10fd495f4 (exp_bin+0x5034),[force_exit_all] #0 0x7ac10fd495f4 (exp_bin+0x5034) | [force_exit_all] #1 0x7ac10fd49354 (exp_bin+0x4d94) | [force_exit_all] #2 0x7ac10fd45011 (exp_bin+0xa51) | [force_exit_all] #3 0x7ac10fd60be1 (rel2bin_project+0x401) | [force_exit_all] #4 0x7ac10fd4ecda (subrel_bin+0x95a),"SELECT CAST( - ( - 43 ) - 71 + - 4.400000 * - - 78 + - 78 + - 82 * - 12 * - 27 * CASE WHEN NOT NULL IN ( - FIRST_VALUE ( 0 ) OVER ( ) , ( SUM ( DISTINCT CAST( NULL AS INTEGER ) ) ) + MAX ( - 6 ) + - COUNT ( * ) / - - ( 77 ) + 37 , 44 , - ( SELECT NULL ) , - - 86 , 3 , 12 ) THEN 4"
not_counted,SQLeek,MonetDB,r3,,1.957500,1.9575,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000004_20260629_13h16m21s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x70475aeb6494 (rel_setop_n_ary_set_exps+0x1d4),[force_exit_all] #0 0x70475aeb6494 (rel_setop_n_ary_set_exps+0x1d4) | [force_exit_all] #1 0x70475aeb6293 (rel_inplace_setop_n_ary+0x83) | [force_exit_all] #2 0x70475aed90fd (rel_unnest_projects+0xadd) | [force_exit_all] #3 0x70475aec53be (rel_visitor_bu+0x64e) | [force_exit_all] #4 0x70475aec50dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;   SELECT NOT ( ( 1 , 2 , 3"
not_counted,SQLeek,MonetDB,r3,,1.963611,1.963611,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000005_20260629_13h16m43s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x7fdef97bee88 (rel_unnest_projects+0x868),[force_exit_all] #0 0x7fdef97bee88 (rel_unnest_projects+0x868) | [force_exit_all] #1 0x7fdef97ab3be (rel_visitor_bu+0x64e) | [force_exit_all] #2 0x7fdef97ab0dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x7fdef97ab0dc (rel_visitor_bu+0x36c) | [force_exit_all] #4 0x7fdef97ab030 (rel_visitor_bu+0x2c0),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;  SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;  SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;  SELECT NOT ( ( 1 , 2 , 3 ) = "
not_counted,SQLeek,MonetDB,r3,,1.963889,1.963889,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000006_20260629_13h16m44s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x7facddb31e88 (rel_unnest_projects+0x868),[force_exit_all] #0 0x7facddb31e88 (rel_unnest_projects+0x868) | [force_exit_all] #1 0x7facddb1e3be (rel_visitor_bu+0x64e) | [force_exit_all] #2 0x7facddb1e0dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x7facddb1e0dc (rel_visitor_bu+0x36c) | [force_exit_all] #4 0x7facddb1e030 (rel_visitor_bu+0x2c0),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;   SELECT NOT ( ( 1 , 2 , 3"
not_counted,SQLeek,MonetDB,r3,,3.251111,3.251111,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000008_20260629_14h33m58s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x784a7f567f02 (GDKanalyticalnthvalue+0x1812),[force_exit_all] #0 0x784a7f567f02 (GDKanalyticalnthvalue+0x1812) | [force_exit_all] #1 0x784a7de74eff (SQLnth_value+0x6af) | [force_exit_all] #2 0x784a7e31d4e0 (runMALsequence+0x1070) | [force_exit_all] #3 0x784a7e32317f (DFLOWworker+0x44f) | [force_exit_all] #4 0x784a7f2c30c8 (thread_starter+0x328),";   SELECT * FROM SYS . ARGS WHERE FUNC_ID NOT IN ( SELECT ID FROM SYS . FUNCTIONS ) OR FUNC_ID NOT IN ( SELECT nth_value ( 0 , 2 ) OVER ( RANGE BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW ) FROM SYS . FUNCTIONS ) ;  child 761061 stoped signal number=11"
not_counted,SQLeek,MonetDB,r3,,3.670000,3.67,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000012_20260629_14h59m06s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x7308f9d62a40 (exp_visitor+0xde0),[force_exit_all] #0 0x7308f9d62a40 (exp_visitor+0xde0) | [force_exit_all] #1 0x7308f9d63dda (rel_exp_visitor+0x80a) | [force_exit_all] #2 0x7308f9d63bfc (rel_exp_visitor+0x62c) | [force_exit_all] #3 0x7308f9d63a94 (rel_exp_visitor+0x4c4) | [force_exit_all] #4 0x7308f9d63bfc (rel_exp_visitor+0x62c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;  SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;  SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;  SELECT NOT ( 4 > ( SELECT CAS"
not_counted,SQLeek,MonetDB,r3,,3.670278,3.670278,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000013_20260629_14h59m07s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x72e1f76b7a40 (exp_visitor+0xde0),[force_exit_all] #0 0x72e1f76b7a40 (exp_visitor+0xde0) | [force_exit_all] #1 0x72e1f76b8dda (rel_exp_visitor+0x80a) | [force_exit_all] #2 0x72e1f76b8bfc (rel_exp_visitor+0x62c) | [force_exit_all] #3 0x72e1f76b8a94 (rel_exp_visitor+0x4c4) | [force_exit_all] #4 0x72e1f76b8bfc (rel_exp_visitor+0x62c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;   SELECT NOT ( 4 > ( SELEC"
not_counted,SQLeek,MonetDB,r3,,6.705000,6.705,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000029_20260629_18h01m12s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x7b0a962d277d (exp_set_type+0x21d),[force_exit_all] #0 0x7b0a962d277d (exp_set_type+0x21d) | [force_exit_all] #1 0x7b0a962b69ad (exp_visitor+0xd4d) | [force_exit_all] #2 0x7b0a962b7dda (rel_exp_visitor+0x80a) | [force_exit_all] #3 0x7b0a962b7bfc (rel_exp_visitor+0x62c) | [force_exit_all] #4 0x7b0a962b7b90 (rel_exp_visitor+0x5c0),"SELECT ( 1 , 2 , 3 ) = ( 1 , lseek ( x ( 2001 , 'w' ) , 131072 , x ) startswith ( 'one two three' , COALESCE ( SUBSTRING ( NULL , 1 IN ( SELECT ( SELECT MAX ( 10 ) ) ) , 1 ) , 'nil' ) , TRUE ) ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3"
not_counted,SQLeek,MonetDB,r3,,6.705556,6.705556,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000031_20260629_18h01m14s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x71bea1e5a9cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x71bea1e5a9cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x71bea1e5a1a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x71bea1e5a0dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x71bea1e5a07f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x71bea1e5a0dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;   SELECT NOT ( ( 1 , 2 , 5"
not_counted,SQLeek,MonetDB,r3,,6.706111,6.706111,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000033_20260629_18h01m16s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x7ecf378fb9cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x7ecf378fb9cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x7ecf378fb1a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x7ecf378fb0dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x7ecf378fb07f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x7ecf378fb0dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SUM ( CAST( 'NaN' AS DOUBLE PRECISION ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) "
not_counted,SQLeek,MonetDB,r3,,6.706667,6.706667,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000034_20260629_18h01m18s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x78dc3e4599cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x78dc3e4599cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x78dc3e4591a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x78dc3e4590dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x78dc3e45907f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x78dc3e4590dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;   SELECT NOT ( ( 1 , 2 , 3"
not_counted,SQLeek,MonetDB,r3,,6.706944,6.706944,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000035_20260629_18h01m19s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x770094a0e9cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x770094a0e9cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x770094a0e1a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x770094a0e0dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x770094a0e07f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x770094a0e0dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;   SELECT NOT ( ( 1 , 2 , 3"
not_counted,SQLeek,MonetDB,r3,,6.707222,6.707222,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000036_20260629_18h01m20s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x7c376496e9cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x7c376496e9cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x7c376496e1a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x7c376496e0dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x7c376496e07f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x7c376496e0dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;  SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;  SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT FIRST_VALUE ( '<foo>bar</foo>' ) OVER ( ORDER BY 1 "
not_counted,SQLeek,MonetDB,r3,,6.707500,6.7075,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000037_20260629_18h01m21s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x7be06168c9cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x7be06168c9cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x7be06168c1a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x7be06168c0dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x7be06168c07f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x7be06168c0dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;  SELECT ( 1 , 2 , CASE - NULLIF ( 87 , nullif ( NULL , 'dc' ) * 5 ) WHEN 36 THEN NULL WHEN 24 THEN NULL ELSE 66 END ) < ( 1 , 2 , 3 ) ;  SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;  SEL"
not_counted,SQLeek,MonetDB,r3,,6.708056,6.708056,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000039_20260629_18h01m23s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x7744449fb9cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x7744449fb9cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x7744449fb1a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x7744449fb0dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x7744449fb07f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x7744449fb0dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;   SELECT * FROM ( SELECT NULL , 'x1' , 0 , 0 UNION SELECT NULL , 'y2' , 1 , 1 UNION SELECT NULL ,"
not_counted,SQLeek,MonetDB,r3,,6.708889,6.708889,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000041_20260629_18h01m26s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x7b3a2d2229cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x7b3a2d2229cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x7b3a2d2221a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x7b3a2d2220dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x7b3a2d22207f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x7b3a2d2220dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;  SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;  SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;  SELECT NOT ( ( 1 , 2 , 3 ) = "
not_counted,SQLeek,MonetDB,r3,,6.709167,6.709167,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000042_20260629_18h01m27s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x755b373e19cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x755b373e19cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x755b373e11a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x755b373e10dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x755b373e107f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x755b373e10dc (rel_visitor_bu+0x36c),"SELECT ( NULL / 32767 + 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;   SELECT NO"
not_counted,SQLeek,MonetDB,r3,,6.710278,6.710278,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000045_20260629_18h01m31s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x755c185d79cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x755c185d79cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x755c185d71a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x755c185d70dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x755c185d707f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x755c185d70dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;  SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;  SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;  SELECT ;  SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;  SELECT ( SELECT 1 AS x , 2 AS x , 3 AS x "
not_counted,SQLeek,MonetDB,r3,,6.710833,6.710833,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000047_20260629_18h01m33s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x7515621979cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x7515621979cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x7515621971a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x7515621970dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x75156219707f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x7515621970dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;  SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;  SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( ( - 21 / - 95 IS NOT NULL ) + 0.100000 + 0.100000 + 0.100000 + 0.100000 +"
not_counted,SQLeek,MonetDB,r3,,6.711944,6.711944,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000050_20260629_18h01m37s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x73ce901689cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x73ce901689cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x73ce901681a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x73ce901680dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x73ce9016807f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x73ce901680dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;   SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;   SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;   SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;   SELECT NOT ( ( 1 , 2 , 3"
not_counted,SQLeek,MonetDB,r3,,6.712500,6.7125,/root/dfuzz-griffin/griffin_output/griffin_monetdb_sqleek_rnd3/logSaved/id_000051_20260629_18h01m39s/griffin.log,,,no feedback signature match,[force_exit_all] #0 0x720c5646a9cc (exp_rel_visitor+0x8c),[force_exit_all] #0 0x720c5646a9cc (exp_rel_visitor+0x8c) | [force_exit_all] #1 0x720c5646a1a6 (rel_visitor_bu+0x436) | [force_exit_all] #2 0x720c5646a0dc (rel_visitor_bu+0x36c) | [force_exit_all] #3 0x720c5646a07f (rel_visitor_bu+0x30f) | [force_exit_all] #4 0x720c5646a0dc (rel_visitor_bu+0x36c),"SELECT ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ;  SELECT ( 1 , 2 , 3 ) < ( 1 , 2 , 3 ) ;  SELECT NOT ( ( 1 , 2 , 3 ) = ( 1 , 2 , 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( ( 1 ) , ( 2 ) , ( 3 ) ) ;  SELECT ( 1 , 2 , 3 ) IN ( SELECT 1 UNION SELECT 2 UNION SELECT 3 ) ;  SELECT NOT ( ( 1 , 2 , 3 ) = "
